variant,events,win_rate_pct,mean_return_pct,median_return_pct,compounded_return_pct,labeled_match_pct,params
neg_long_t15_start690_end870_reb4_vwap0.5_imp0.5_exittime_10_lvwap0.5_lgain2,5,60.0,-3.126270401906832,0.1288847208918753,-16.00311408388143,80.0,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end870_reb4_vwap0.5_imp0.5_exittime_10_lvwap1_lgain1,5,60.0,-3.126270401906832,0.1288847208918753,-16.00311408388143,80.0,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end870_reb4_vwap0.5_imp0.5_exittime_10_lvwap1_lgain2,5,60.0,-3.126270401906832,0.1288847208918753,-16.00311408388143,80.0,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end900_reb4_vwap0.5_imp0.5_exittime_10_lvwap0.5_lgain1,5,60.0,-3.126270401906832,0.1288847208918753,-16.00311408388143,80.0,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 900, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end900_reb4_vwap0.5_imp0.5_exittime_10_lvwap0.5_lgain2,5,60.0,-3.126270401906832,0.1288847208918753,-16.00311408388143,80.0,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 900, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end900_reb4_vwap0.5_imp0.5_exittime_10_lvwap1_lgain1,5,60.0,-3.126270401906832,0.1288847208918753,-16.00311408388143,80.0,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 900, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end900_reb4_vwap0.5_imp0.5_exittime_10_lvwap1_lgain2,5,60.0,-3.126270401906832,0.1288847208918753,-16.00311408388143,80.0,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 900, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t7.5_start780_end870_reb4_vwap0.5_imp0.5_exittime_10_lvwap0.5_lgain1,24,50.0,-0.6420673118363377,-0.04296644591975096,-16.02573729651161,66.66666666666666,"{'downside_prev_close_min': 7.5, 'start_minute': 780, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t7.5_start780_end870_reb4_vwap0.5_imp0.5_exittime_10_lvwap0.5_lgain2,24,50.0,-0.6420673118363377,-0.04296644591975096,-16.02573729651161,66.66666666666666,"{'downside_prev_close_min': 7.5, 'start_minute': 780, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t7.5_start780_end870_reb4_vwap0.5_imp0.5_exittime_10_lvwap1_lgain1,24,50.0,-0.6420673118363377,-0.04296644591975096,-16.02573729651161,66.66666666666666,"{'downside_prev_close_min': 7.5, 'start_minute': 780, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t7.5_start780_end870_reb4_vwap0.5_imp0.5_exittime_10_lvwap1_lgain2,24,50.0,-0.6420673118363377,-0.04296644591975096,-16.02573729651161,66.66666666666666,"{'downside_prev_close_min': 7.5, 'start_minute': 780, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end870_reb4_vwap0.5_imp1_exittime_10_lvwap0.5_lgain1,3,66.66666666666666,-5.225036237993833,0.04999999999999449,-16.038026992633746,66.66666666666666,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 1.0, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end870_reb4_vwap0.5_imp1_exittime_10_lvwap0.5_lgain2,3,66.66666666666666,-5.225036237993833,0.04999999999999449,-16.038026992633746,66.66666666666666,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 1.0, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
