variant,branch_type,symbol,reaction_date,timing,surprise_pct,peak_vs_prev_close_pct,total_return_pct,max_drawdown_pct,sharpe_ratio,total_trades,short_return_pct,long_return_pct,short_entry_time,short_exit_time,long_entry_time,long_exit_time,short_outcome,long_outcome
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,MU,2024-09-26,amc,5.88,20.779083306869907,-1.566,-1.566,-9.1652,1,-1.4861803352967835,,2024-09-26T13:35:00,2024-09-26T13:45:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,RBLX,2024-10-31,bmo,4.3,24.64504213321021,7.882,0.0,10.379,2,2.4624624624624705,5.579268292682921,2024-10-31T13:30:00,2024-10-31T13:40:00,2024-10-31T13:41:00,2024-10-31T14:01:00,Counter-signal exit,Counter-signal exit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,TEAM,2024-11-01,amc,19.01,23.28608315329081,0.525,-1.982,1.1328,2,2.6369528544792677,-1.9523503887181448,2024-11-01T13:28:00,2024-11-01T13:38:00,2024-11-01T13:39:00,2024-11-01T13:53:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,PLTR,2025-02-04,amc,23.72,31.16182063550483,-3.657,-3.657,-9.1652,1,-3.576666930944273,,2025-02-04T14:30:00,2025-02-04T14:40:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,APP,2025-05-08,amc,21.79,20.761087943813216,-2.07,-2.07,-9.1652,1,-1.9902020820575592,,2025-05-08T13:48:00,2025-05-08T13:58:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,APLD,2025-07-31,amc,85.94,38.89986564451118,-4.718,-4.718,-9.1652,1,-4.638387778319535,,2025-07-31T13:30:00,2025-07-31T13:31:00,,,SL hit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,IDXX,2025-08-04,bmo,9.97,28.065212536291217,-2.787,-2.787,-9.1652,1,-2.7070136961089517,,2025-08-04T13:36:00,2025-08-04T13:46:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,APLD,2025-10-10,amc,80.65,38.79111900532859,-0.678,-0.678,-9.1651,1,-0.5976556230498554,,2025-10-10T13:11:00,2025-10-10T13:21:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,DDOG,2025-11-06,bmo,20.33,21.975088967971512,-4.409,-4.409,-9.1652,1,-4.329197039675033,,2025-11-06T14:25:00,2025-11-06T14:35:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,DDOG,2026-02-10,bmo,6.33,21.12103262311025,-0.216,-0.216,-9.1651,1,-0.13563108345300917,,2026-02-10T14:28:00,2026-02-10T14:38:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,AXON,2026-02-25,amc,34.51,27.47722260072287,0.512,-1.548,1.3343,2,2.1720226095893134,-1.5000000000000004,2026-02-25T13:56:00,2026-02-25T14:06:00,2026-02-25T14:07:00,2026-02-25T14:13:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,INTC,2026-04-24,amc,2108.68,28.92403192432753,0.521,0.0,9.1651,1,0.6014273107470315,,2026-04-24T13:01:00,2026-04-24T13:11:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexittime_20,short_plus_conditional_long,STX,2026-04-29,amc,16.56,22.28070175438597,-0.155,-0.155,-9.1651,1,-0.07524454477050413,,2026-04-29T13:02:00,2026-04-29T13:12:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,MU,2024-09-26,amc,5.88,20.779083306869907,-1.566,-1.566,-9.1652,1,-1.4861803352967835,,2024-09-26T13:35:00,2024-09-26T13:45:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,RBLX,2024-10-31,bmo,4.3,24.64504213321021,3.355,0.0,10.1374,2,2.4624624624624705,1.052845528455286,2024-10-31T13:30:00,2024-10-31T13:40:00,2024-10-31T13:41:00,2024-10-31T13:52:00,Counter-signal exit,Counter-signal exit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,TEAM,2024-11-01,amc,19.01,23.28608315329081,0.525,-1.982,1.1328,2,2.6369528544792677,-1.9523503887181448,2024-11-01T13:28:00,2024-11-01T13:38:00,2024-11-01T13:39:00,2024-11-01T13:53:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,PLTR,2025-02-04,amc,23.72,31.16182063550483,-3.657,-3.657,-9.1652,1,-3.576666930944273,,2025-02-04T14:30:00,2025-02-04T14:40:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,APP,2025-05-08,amc,21.79,20.761087943813216,-2.07,-2.07,-9.1652,1,-1.9902020820575592,,2025-05-08T13:48:00,2025-05-08T13:58:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,APLD,2025-07-31,amc,85.94,38.89986564451118,-4.718,-4.718,-9.1652,1,-4.638387778319535,,2025-07-31T13:30:00,2025-07-31T13:31:00,,,SL hit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,IDXX,2025-08-04,bmo,9.97,28.065212536291217,-2.787,-2.787,-9.1652,1,-2.7070136961089517,,2025-08-04T13:36:00,2025-08-04T13:46:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,APLD,2025-10-10,amc,80.65,38.79111900532859,-0.678,-0.678,-9.1651,1,-0.5976556230498554,,2025-10-10T13:11:00,2025-10-10T13:21:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,DDOG,2025-11-06,bmo,20.33,21.975088967971512,-4.409,-4.409,-9.1652,1,-4.329197039675033,,2025-11-06T14:25:00,2025-11-06T14:35:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,DDOG,2026-02-10,bmo,6.33,21.12103262311025,-0.216,-0.216,-9.1651,1,-0.13563108345300917,,2026-02-10T14:28:00,2026-02-10T14:38:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,AXON,2026-02-25,amc,34.51,27.47722260072287,0.512,-1.548,1.3343,2,2.1720226095893134,-1.5000000000000004,2026-02-25T13:56:00,2026-02-25T14:06:00,2026-02-25T14:07:00,2026-02-25T14:13:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,INTC,2026-04-24,amc,2108.68,28.92403192432753,0.521,0.0,9.1651,1,0.6014273107470315,,2026-04-24T13:01:00,2026-04-24T13:11:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.00_lexitema_roll,short_plus_conditional_long,STX,2026-04-29,amc,16.56,22.28070175438597,-0.155,-0.155,-9.1651,1,-0.07524454477050413,,2026-04-29T13:02:00,2026-04-29T13:12:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,MU,2024-09-26,amc,5.88,20.779083306869907,-1.566,-1.566,-9.1652,1,-1.4861803352967835,,2024-09-26T13:35:00,2024-09-26T13:45:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,RBLX,2024-10-31,bmo,4.3,24.64504213321021,7.882,0.0,10.379,2,2.4624624624624705,5.579268292682921,2024-10-31T13:30:00,2024-10-31T13:40:00,2024-10-31T13:41:00,2024-10-31T14:01:00,Counter-signal exit,Counter-signal exit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,TEAM,2024-11-01,amc,19.01,23.28608315329081,0.525,-1.982,1.1328,2,2.6369528544792677,-1.9523503887181448,2024-11-01T13:28:00,2024-11-01T13:38:00,2024-11-01T13:39:00,2024-11-01T13:53:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,PLTR,2025-02-04,amc,23.72,31.16182063550483,-3.657,-3.657,-9.1652,1,-3.576666930944273,,2025-02-04T14:30:00,2025-02-04T14:40:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,APP,2025-05-08,amc,21.79,20.761087943813216,-2.07,-2.07,-9.1652,1,-1.9902020820575592,,2025-05-08T13:48:00,2025-05-08T13:58:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,APLD,2025-07-31,amc,85.94,38.89986564451118,-4.718,-4.718,-9.1652,1,-4.638387778319535,,2025-07-31T13:30:00,2025-07-31T13:31:00,,,SL hit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,IDXX,2025-08-04,bmo,9.97,28.065212536291217,-2.787,-2.787,-9.1652,1,-2.7070136961089517,,2025-08-04T13:36:00,2025-08-04T13:46:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,APLD,2025-10-10,amc,80.65,38.79111900532859,-0.678,-0.678,-9.1651,1,-0.5976556230498554,,2025-10-10T13:11:00,2025-10-10T13:21:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,DDOG,2025-11-06,bmo,20.33,21.975088967971512,-4.409,-4.409,-9.1652,1,-4.329197039675033,,2025-11-06T14:25:00,2025-11-06T14:35:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,DDOG,2026-02-10,bmo,6.33,21.12103262311025,-0.216,-0.216,-9.1651,1,-0.13563108345300917,,2026-02-10T14:28:00,2026-02-10T14:38:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,AXON,2026-02-25,amc,34.51,27.47722260072287,0.512,-1.548,1.3343,2,2.1720226095893134,-1.5000000000000004,2026-02-25T13:56:00,2026-02-25T14:06:00,2026-02-25T14:07:00,2026-02-25T14:13:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,INTC,2026-04-24,amc,2108.68,28.92403192432753,0.521,0.0,9.1651,1,0.6014273107470315,,2026-04-24T13:01:00,2026-04-24T13:11:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexittime_20,short_plus_conditional_long,STX,2026-04-29,amc,16.56,22.28070175438597,-0.155,-0.155,-9.1651,1,-0.07524454477050413,,2026-04-29T13:02:00,2026-04-29T13:12:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,MU,2024-09-26,amc,5.88,20.779083306869907,-1.566,-1.566,-9.1652,1,-1.4861803352967835,,2024-09-26T13:35:00,2024-09-26T13:45:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,RBLX,2024-10-31,bmo,4.3,24.64504213321021,3.355,0.0,10.1374,2,2.4624624624624705,1.052845528455286,2024-10-31T13:30:00,2024-10-31T13:40:00,2024-10-31T13:41:00,2024-10-31T13:52:00,Counter-signal exit,Counter-signal exit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,TEAM,2024-11-01,amc,19.01,23.28608315329081,0.525,-1.982,1.1328,2,2.6369528544792677,-1.9523503887181448,2024-11-01T13:28:00,2024-11-01T13:38:00,2024-11-01T13:39:00,2024-11-01T13:53:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,PLTR,2025-02-04,amc,23.72,31.16182063550483,-3.657,-3.657,-9.1652,1,-3.576666930944273,,2025-02-04T14:30:00,2025-02-04T14:40:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,APP,2025-05-08,amc,21.79,20.761087943813216,-2.07,-2.07,-9.1652,1,-1.9902020820575592,,2025-05-08T13:48:00,2025-05-08T13:58:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,APLD,2025-07-31,amc,85.94,38.89986564451118,-4.718,-4.718,-9.1652,1,-4.638387778319535,,2025-07-31T13:30:00,2025-07-31T13:31:00,,,SL hit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,IDXX,2025-08-04,bmo,9.97,28.065212536291217,-2.787,-2.787,-9.1652,1,-2.7070136961089517,,2025-08-04T13:36:00,2025-08-04T13:46:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,APLD,2025-10-10,amc,80.65,38.79111900532859,-0.678,-0.678,-9.1651,1,-0.5976556230498554,,2025-10-10T13:11:00,2025-10-10T13:21:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,DDOG,2025-11-06,bmo,20.33,21.975088967971512,-4.409,-4.409,-9.1652,1,-4.329197039675033,,2025-11-06T14:25:00,2025-11-06T14:35:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,DDOG,2026-02-10,bmo,6.33,21.12103262311025,-0.216,-0.216,-9.1651,1,-0.13563108345300917,,2026-02-10T14:28:00,2026-02-10T14:38:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,AXON,2026-02-25,amc,34.51,27.47722260072287,0.512,-1.548,1.3343,2,2.1720226095893134,-1.5000000000000004,2026-02-25T13:56:00,2026-02-25T14:06:00,2026-02-25T14:07:00,2026-02-25T14:13:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,INTC,2026-04-24,amc,2108.68,28.92403192432753,0.521,0.0,9.1651,1,0.6014273107470315,,2026-04-24T13:01:00,2026-04-24T13:11:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentrynext_bar_lmom0.25_lexitema_roll,short_plus_conditional_long,STX,2026-04-29,amc,16.56,22.28070175438597,-0.155,-0.155,-9.1651,1,-0.07524454477050413,,2026-04-29T13:02:00,2026-04-29T13:12:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,MU,2024-09-26,amc,5.88,20.779083306869907,-1.566,-1.566,-9.1652,1,-1.4861803352967835,,2024-09-26T13:35:00,2024-09-26T13:45:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,RBLX,2024-10-31,bmo,4.3,24.64504213321021,6.444,0.0,11.0345,2,2.4624624624624705,4.141737032569357,2024-10-31T13:30:00,2024-10-31T13:40:00,2024-10-31T13:43:00,2024-10-31T14:03:00,Counter-signal exit,Counter-signal exit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,TEAM,2024-11-01,amc,19.01,23.28608315329081,0.525,-1.982,1.1328,2,2.6369528544792677,-1.9523503887181448,2024-11-01T13:28:00,2024-11-01T13:38:00,2024-11-01T13:39:00,2024-11-01T13:53:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,PLTR,2025-02-04,amc,23.72,31.16182063550483,-3.657,-3.657,-9.1652,1,-3.576666930944273,,2025-02-04T14:30:00,2025-02-04T14:40:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,APP,2025-05-08,amc,21.79,20.761087943813216,-2.07,-2.07,-9.1652,1,-1.9902020820575592,,2025-05-08T13:48:00,2025-05-08T13:58:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,APLD,2025-07-31,amc,85.94,38.89986564451118,-4.718,-4.718,-9.1652,1,-4.638387778319535,,2025-07-31T13:30:00,2025-07-31T13:31:00,,,SL hit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,IDXX,2025-08-04,bmo,9.97,28.065212536291217,-2.787,-2.787,-9.1652,1,-2.7070136961089517,,2025-08-04T13:36:00,2025-08-04T13:46:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,APLD,2025-10-10,amc,80.65,38.79111900532859,-0.678,-0.678,-9.1651,1,-0.5976556230498554,,2025-10-10T13:11:00,2025-10-10T13:21:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,DDOG,2025-11-06,bmo,20.33,21.975088967971512,-4.409,-4.409,-9.1652,1,-4.329197039675033,,2025-11-06T14:25:00,2025-11-06T14:35:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,DDOG,2026-02-10,bmo,6.33,21.12103262311025,-0.216,-0.216,-9.1651,1,-0.13563108345300917,,2026-02-10T14:28:00,2026-02-10T14:38:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,AXON,2026-02-25,amc,34.51,27.47722260072287,0.512,-1.548,1.3343,2,2.1720226095893134,-1.5000000000000004,2026-02-25T13:56:00,2026-02-25T14:06:00,2026-02-25T14:07:00,2026-02-25T14:13:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,INTC,2026-04-24,amc,2108.68,28.92403192432753,0.521,0.0,9.1651,1,0.6014273107470315,,2026-04-24T13:01:00,2026-04-24T13:11:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexittime_20,short_plus_conditional_long,STX,2026-04-29,amc,16.56,22.28070175438597,-0.155,-0.155,-9.1651,1,-0.07524454477050413,,2026-04-29T13:02:00,2026-04-29T13:12:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,MU,2024-09-26,amc,5.88,20.779083306869907,-1.566,-1.566,-9.1652,1,-1.4861803352967835,,2024-09-26T13:35:00,2024-09-26T13:45:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,RBLX,2024-10-31,bmo,4.3,24.64504213321021,6.444,0.0,11.0345,2,2.4624624624624705,4.141737032569357,2024-10-31T13:30:00,2024-10-31T13:40:00,2024-10-31T13:43:00,2024-10-31T14:03:00,Counter-signal exit,Counter-signal exit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,TEAM,2024-11-01,amc,19.01,23.28608315329081,0.525,-1.982,1.1328,2,2.6369528544792677,-1.9523503887181448,2024-11-01T13:28:00,2024-11-01T13:38:00,2024-11-01T13:39:00,2024-11-01T13:53:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,PLTR,2025-02-04,amc,23.72,31.16182063550483,-3.657,-3.657,-9.1652,1,-3.576666930944273,,2025-02-04T14:30:00,2025-02-04T14:40:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,APP,2025-05-08,amc,21.79,20.761087943813216,-2.07,-2.07,-9.1652,1,-1.9902020820575592,,2025-05-08T13:48:00,2025-05-08T13:58:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,APLD,2025-07-31,amc,85.94,38.89986564451118,-4.718,-4.718,-9.1652,1,-4.638387778319535,,2025-07-31T13:30:00,2025-07-31T13:31:00,,,SL hit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,IDXX,2025-08-04,bmo,9.97,28.065212536291217,-2.787,-2.787,-9.1652,1,-2.7070136961089517,,2025-08-04T13:36:00,2025-08-04T13:46:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,APLD,2025-10-10,amc,80.65,38.79111900532859,-0.678,-0.678,-9.1651,1,-0.5976556230498554,,2025-10-10T13:11:00,2025-10-10T13:21:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,DDOG,2025-11-06,bmo,20.33,21.975088967971512,-4.409,-4.409,-9.1652,1,-4.329197039675033,,2025-11-06T14:25:00,2025-11-06T14:35:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,DDOG,2026-02-10,bmo,6.33,21.12103262311025,-0.216,-0.216,-9.1651,1,-0.13563108345300917,,2026-02-10T14:28:00,2026-02-10T14:38:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,AXON,2026-02-25,amc,34.51,27.47722260072287,0.512,-1.548,1.3343,2,2.1720226095893134,-1.5000000000000004,2026-02-25T13:56:00,2026-02-25T14:06:00,2026-02-25T14:07:00,2026-02-25T14:13:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,INTC,2026-04-24,amc,2108.68,28.92403192432753,0.521,0.0,9.1651,1,0.6014273107470315,,2026-04-24T13:01:00,2026-04-24T13:11:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.00_lexitema_roll,short_plus_conditional_long,STX,2026-04-29,amc,16.56,22.28070175438597,-0.155,-0.155,-9.1651,1,-0.07524454477050413,,2026-04-29T13:02:00,2026-04-29T13:12:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.25_lexittime_20,short_plus_conditional_long,MU,2024-09-26,amc,5.88,20.779083306869907,-1.566,-1.566,-9.1652,1,-1.4861803352967835,,2024-09-26T13:35:00,2024-09-26T13:45:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.25_lexittime_20,short_plus_conditional_long,RBLX,2024-10-31,bmo,4.3,24.64504213321021,6.444,0.0,11.0345,2,2.4624624624624705,4.141737032569357,2024-10-31T13:30:00,2024-10-31T13:40:00,2024-10-31T13:43:00,2024-10-31T14:03:00,Counter-signal exit,Counter-signal exit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.25_lexittime_20,short_plus_conditional_long,TEAM,2024-11-01,amc,19.01,23.28608315329081,0.676,-1.835,1.4654,2,2.6369528544792677,-1.8014395654142237,2024-11-01T13:28:00,2024-11-01T13:38:00,2024-11-01T13:40:00,2024-11-01T13:53:00,Counter-signal exit,SL hit
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.25_lexittime_20,short_plus_conditional_long,PLTR,2025-02-04,amc,23.72,31.16182063550483,-3.657,-3.657,-9.1652,1,-3.576666930944273,,2025-02-04T14:30:00,2025-02-04T14:40:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.25_lexittime_20,short_plus_conditional_long,APP,2025-05-08,amc,21.79,20.761087943813216,-2.07,-2.07,-9.1652,1,-1.9902020820575592,,2025-05-08T13:48:00,2025-05-08T13:58:00,,,Counter-signal exit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.25_lexittime_20,short_plus_conditional_long,APLD,2025-07-31,amc,85.94,38.89986564451118,-4.718,-4.718,-9.1652,1,-4.638387778319535,,2025-07-31T13:30:00,2025-07-31T13:31:00,,,SL hit,
conditional_broad_sexittime_10_sreb0.5_smin1.0_lentryema_turn_lmom0.25_lexittime_20,short_plus_conditional_long,IDXX,2025-08-04,bmo,9.97,28.065212536291217,-2.787,-2.787,-9.1652,1,-2.7070136961089517,,2025-08-04T13:36:00,2025-08-04T13:46:00,,,Counter-signal exit,
